id,smile,can_smiles
277,OC(=O)CCCN1C(=O)C(/SC1=S)=C\C2OC(=CC=2)C3C=C([N+](=O)[O-])C=CC=3,[O-][N+](=O)C1=CC(=CC=C1)C1=CC=C(/C=C2/SC(=S)N(CCCC(O)=O)C/2=O)O1
278,CCCCCCCCCCCCCCN(c1scnc1)c2c(Cl)nc(Cl)nc2,CCCCCCCCCCCCCCN(c1c[n]c(Cl)[n]c1Cl)c1c[n]c[s]1
279,O=[N+]([O-])c1sc(nc1)N(Cc2ccccc2)c3ccccc3,[O-][N+](=O)c1c[n]c([s]1)N(Cc1ccccc1)c1ccccc1
280,CC(C)CC(C(O)=O)N(c1scnc1)c2ccc(cc2)S(=O)(=O)Nc3ccccc3,CC(C)CC(C(O)=O)N(c1c[n]c[s]1)c1ccc(cc1)S(=O)(=O)Nc1ccccc1
281,CCCCCCCCCCCCCCCC(=O)N(CCC(O)=O)c1c(OC)cccc1,CCCCCCCCCCCCCCCC(=O)N(CCC(O)=O)c1ccccc1OC
282,C=CCN1C(=O)C(/NC1=O)=C\C2N(C=CC=2)C3=CC=C(Br)C=C3,C=CCN1C(=O)/C(=C\C2=CC=CN2C2C=CC(Br)=CC=2)/NC1=O
283,Cl.COC1C=C(O)C=C(N)C=1,Cl.COC1C=C(O)C=C(N)C=1
284,Cl.COCC1CNC1,Cl.COCC1CNC1
285,COC1C(C(O)=O)=CC2=C(OCO2)C=1,COC1=CC2OCOC=2C=C1C(O)=O
286,NC(=O)CN(c1ccc(cc1)S(=O)(=O)Nc2n(ncc2)c3ccccc3)S(=O)(=O)c4c(C)cc(C)cc4C,Cc1cc(C)c(c(C)c1)S(=O)(=O)N(CC(N)=O)c1ccc(cc1)S(=O)(=O)Nc1cc[n][n]1-c1ccccc1
287,O=C1C(CCC1)n2cc(cn2)B3OC(C)(C)C(C)(C)O3,CC1(C)OB(OC1(C)C)c1c[n]([n]c1)C1CCCC1=O
288,CC(=O)CN1C(=O)N=NN1,CC(=O)CN1NN=NC1=O
289,CC(=O)C1C2C(=NC=CC=2)SC=1,CC(=O)C1=CSC2=NC=CC=C12
290,CC(C)NC1=NC(=O)C(C(O)=O)=CN1,CC(C)NC1NC=C(C(O)=O)C(=O)N=1
291,C1N=C(SC=1)NC(=O)C(C)SC2N(C)C(=NN=2)C3=C(F)C=CC=C3,CC(SC1=NN=C(C2C=CC=CC=2F)N1C)C(=O)NC1=NC=CS1
292,ClCCCCN(CCCBr)C(=O)CCC,CCCC(=O)N(CCCBr)CCCCCl
293,CCNC(=O)C1N=CC=NC=1,CCNC(=O)C1=CN=CC=N1
294,COC1C(Br)=NC=CC=1O,COC1=C(O)C=CN=C1Br
295,COC1=CC(=CC=C1)C(O)C2=CSC=C2,COC1=CC(=CC=C1)C(O)C1=CSC=C1
296,C#CCCC#COC#CCCC#C,C#CCCC#COC#CCCC#C
297,CC(C)C[C@H]1[C@@]2([H])[C@@]3(C(=O)N1)[C@@](C=C(C)[C@H]2C)([H])[C@]4([H])[C@@](CC3=O)([H])[C@]5([H])O[C@@]4(C)CC[C@H]5O,C[C@@]12CC[C@@H](O)[C@@H](O1)[C@H]1CC(=O)[C@]34[C@H]([C@H](CC(C)C)NC3=O)[C@H](C)C(C)=C[C@@H]4[C@@H]21
298,CCC(=O)OC1C2C(CCC2)CC1,CCC(=O)OC1CCC2CCCC21
299,Cl.NCC1C=C(F)C(=CC=1)OCC2CC2,Cl.NCC1=CC=C(OCC2CC2)C(F)=C1
300,CC1=NC(=CC(N)=N1)N2C=NC=C2,CC1=NC(=CC(N)=N1)N1C=CN=C1
301,CCCCCC(O)=O,CCCCCC(O)=O
302,O=CC1C(=NC=CC=1)N2C(C)CCC2,CC1CCCN1C1=NC=CC=C1C=O
303,CSC1C=C(C=CN=1)N2C=CC=C2,CSC1C=C(C=CN=1)N1C=CC=C1
304,CC(C)C(=O)N1[C@H](CCCC1)C(O)=O,CC(C)C(=O)N1CCCC[C@@H]1C(O)=O
305,ClC1=CC(O)=C(N)C(N)=C1,NC1=CC(Cl)=CC(O)=C1N
306,CCC1C(\C=C(\C)/C=C/C(=O)C(C)CC(C)C(C(C)C(O)CC(=O)O1)OC2C(O)C(N(C)C)C(O)C(C)O2)COC3C(OC)C(OC)C(O)C(C)O3,CC1C=CC(=O)C(C)CC(C)C(OC2OC(C)C(O)C(C2O)N(C)C)C(C)C(O)CC(=O)OC(CC)C(COC2OC(C)C(O)C(OC)C2OC)C=1
307,CC(=O)CC1=C(CC(O)=O)C(B(O)O)=CC=C1,CC(=O)CC1C=CC=C(B(O)O)C=1CC(O)=O
308,CC(C)NC1C(=CC=CN=1)[N+](=O)[O-],CC(C)NC1=NC=CC=C1[N+]([O-])=O
309,Cc1nc2c(cc1)oc(n2)N3C4CCN(CC4)CC3,Cc1ccc2oc([n]c2[n]1)N1CCN2CCC1CC2
310,COCCOCCOCCSC(C)=O,COCCOCCOCCSC(C)=O
311,O=S1(=O)C[C@@]23C(C)(C)[C@@](CC3)([H])C[C@]2([H])N1,CC1(C)[C@H]2C[C@@H]3NS(=O)(=O)C[C@@]13CC2
312,CCOC(=O)C(C(=O)OCC)N(c1ccccc1)c2c(OC)cccc2,COc1ccccc1N(C(C(=O)OCC)C(=O)OCC)c1ccccc1
313,Cl.CC(C)NC(=O)N1CC(C)NCC1,Cl.CC(C)NC(=O)N1CC(C)NCC1
314,CCS(=O)(=O)C1=NC(=C(Cl)C=N1)C(=O)N(CC2=CC=CC=C2)C3CS(=O)(=O)CC3,CCS(=O)(=O)C1N=CC(Cl)=C(N=1)C(=O)N(CC1C=CC=CC=1)C1CS(=O)(=O)CC1
315,C1C=C2C(=CC=1)N3C(NC4CC3CC4)=N2,C1C2CCC1N1C(N2)=NC2=CC=CC=C12
316,Fc1cc(ccc1)CN(C(C)=O)c2c(O)cc([N+](=O)[O-])cc2,CC(=O)N(Cc1cc(F)ccc1)c1ccc(cc1O)[N+]([O-])=O
317,Cl.Cl.OC(=O)C1C(NCCN1)C(O)=O,Cl.Cl.OC(=O)C1NCCNC1C(O)=O
318,NC(=O)C1=C(F)C=CC=C1O,NC(=O)C1C(O)=CC=CC=1F
319,OB(O)c1c(F)cc(Br)c(C)c1,Cc1cc(B(O)O)c(F)cc1Br
320,Cl.NC1C(=O)NS(=O)(=O)C1,Cl.NC1CS(=O)(=O)NC1=O
321,O=CC1N=C(SC=1)C2=CC=NC=C2,O=CC1=CSC(=N1)C1C=CN=CC=1
322,CC(=O)NCCN(C(C)CC(O)=O)c1ccc(cc1)S(=O)(=O)Nc2nc(C)cc(C)n2,CC(=O)NCCN(C(C)CC(O)=O)c1ccc(cc1)S(=O)(=O)Nc1[n]c(C)cc(C)[n]1
323,C=CCNC(=S)NC1=CC=C(C=C1)CC2=CC=CC=C2,C=CCNC(=S)NC1C=CC(CC2C=CC=CC=2)=CC=1
324,CCC(C)N1C(C=O)=C(Cl)C(C)=N1,CC1=NN(C(C)CC)C(C=O)=C1Cl
325,CC(=O)CC1=C([N+](=O)[O-])C=CC(F)=C1F,CC(=O)CC1=C(C=CC(F)=C1F)[N+]([O-])=O
326,FC1=C(C=CC=C1)COC2C=C(C=CC=2Cl)C(F)(F)F,FC1C=CC=CC=1COC1C=C(C=CC=1Cl)C(F)(F)F
327,CCCC(=O)N(CCC(C)C)c1cc(C(O)=O)c(O)cc1,CCCC(=O)N(CCC(C)C)c1ccc(O)c(c1)C(O)=O
328,NC(=S)NC1SC2C(N=1)=C(Cl)C=CC=2C(F)(F)F,NC(=S)NC1=NC2=C(Cl)C=CC(=C2S1)C(F)(F)F
329,BrCCC(C)N(c1ccc(F)cc1)c2c(C)cccc2,Cc1ccccc1N(C(C)CCBr)c1ccc(F)cc1
330,ClCCCCN(CC1OCCC1)C(CC(C)C)C(O)=O,CC(C)CC(C(O)=O)N(CC1CCCO1)CCCCCl
331,Clc1c(F)cc(cn1)C(F)(F)F,Fc1cc(c[n]c1Cl)C(F)(F)F
332,OC1C=C(Cl)C=C(F)C=1,OC1C=C(Cl)C=C(F)C=1
333,COC(=O)N1C2=C(CC1)C=C(OC)C(OC)=C2,COC1=CC2CCN(C(=O)OC)C=2C=C1OC
334,FCC(=C)Cl,C=C(Cl)CF
335,CC(O)C1C(Cl)=C(F)C=CC=1,CC(O)C1=CC=CC(F)=C1Cl
336,COC1C=C(C=CC=1)C(=O)/C=C/C2=CC=C(F)C=C2,COC1C=C(C=CC=1)C(=O)/C=C/C1C=CC(F)=CC=1
337,CC1CCN(CC1)CC(O)COC2C(CCC(C)C2)C(C)C,CC(C)C1CCC(C)CC1OCC(O)CN1CCC(C)CC1
338,Cl.CC(C)=CCN1[C@@H]2C(C)[C@@](CC1)(C)c3c(ccc(O)c3)C2,Cl.CC(C)=CCN1CC[C@@]2(C)C(C)[C@@H]1Cc1ccc(O)cc21
339,OC(=O)[C@@H](CCCCNC1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1)NC(=O)OCC2C3=C(C=CC=C3)C4=C2C=CC=C4,[O-][N+](=O)C1C=C(C=C(C=1)[N+]([O-])=O)NCCCC[C@@H](NC(=O)OCC1C2C=CC=CC=2C2C=CC=CC=21)C(O)=O
340,ClC1=NN=C(C=C1)C(C)NC(=O)OCC2=CC=CC=C2,CC(NC(=O)OCC1C=CC=CC=1)C1C=CC(Cl)=NN=1
341,COC(=O)CN(c1c(Br)cccc1)c2c(C)cc(\N=N\c3c(C)cccc3)cc2,COC(=O)CN(c1ccccc1Br)c1ccc(cc1C)/N=N/c1ccccc1C
342,CCCC[Sn](CCCC)(CCCC)C1=CC2=C(C=CN=C2)C=C1,CCCC[Sn](CCCC)(CCCC)C1=CC2C=NC=CC=2C=C1
343,NCCCOC1C(Br)=CC=CC=1,NCCCOC1=CC=CC=C1Br
344,C/N=c1nc(cs\1)[C@@H]2N(CCC2)C(=O)OC(C)(C)C,CN=c1[nH]c(c[s]1)[C@H]1CCCN1C(=O)OC(C)(C)C
345,CCOC(=O)C1CC(C)=NN1,CC1CC(NN=1)C(=O)OCC
346,N#CC1=CC(=CC=C1)NC(=O)C2=CC(=CC=C2F)S(=O)(=O)C3CS(=O)(=O)CC3,N#CC1=CC(=CC=C1)NC(=O)C1=CC(=CC=C1F)S(=O)(=O)C1CS(=O)(=O)CC1
347,Cl.ClCN1CCOCC1,Cl.ClCN1CCOCC1
348,OC(=O)C(O)=O.NC1CC2(OC1)CN(CCC2)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CC2(CC(N)CO2)CCC1.OC(=O)C(O)=O
349,COC1C(O)=C(OC)C=C(C=1)/C=C2C(=O)N(C(=O)N\2)C3=CC=C(Cl)C=C3,COC1=CC(=CC(OC)=C1O)/C=C1/NC(=O)N(C2C=CC(Cl)=CC=2)C/1=O
350,CSC1=CC=C(C=C1)CCC(=O)C2=CC(Br)=CC=C2,CSC1=CC=C(CCC(=O)C2C=CC=C(Br)C=2)C=C1
351,C#CCOC1C(C(O)=O)=C(C)C(C)=NN=1,CC1=NN=C(OCC#C)C(C(O)=O)=C1C
352,BrC1=CC(=C(C)C=C1)C2C(C(O)=O)=CN(C)N=2,CC1C=CC(Br)=CC=1C1=NN(C)C=C1C(O)=O
353,COC1C(F)=C(C=CC=1)C(C)=O,CC(=O)C1C=CC=C(OC)C=1F
354,OC(=O)CN1C2=C(C=CC=C2F)N=C1C,CC1=NC2C=CC=C(F)C=2N1CC(O)=O
355,C=CCC1(CBr)CC=CC1,C=CCC1(CBr)CC=CC1
356,N#CC1C(Cl)=CC(NCC2CC2)=CC=1,N#CC1=CC=C(C=C1Cl)NCC1CC1
357,Br.COC1=CC(Br)=C(C(Br)=C1)NC2=NC(=CS2)C3N4C(N=CC=C4)=NC=3C,Br.CC1N=C2N=CC=CN2C=1C1=CSC(NC2C(Br)=CC(=CC=2Br)OC)=N1
358,CC(=O)NC(=O)OC(C)(C)C,CC(=O)NC(=O)OC(C)(C)C
359,O[C@H]1[C@@H](CS(=O)(=O)C1)N(C)C2CCC2,CN([C@@H]1CS(=O)(=O)C[C@H]1O)C1CCC1
360,OC(=O)COC1=CC(=CC=C1)C(C)=O,CC(=O)C1C=C(C=CC=1)OCC(O)=O
361,OC1CCN(CCC1)C(C)=O,CC(=O)N1CCCC(O)CC1
362,N#CC1C(=O)C2=C(NC=1)C(F)=CC=C2,N#CC1=CNC2C(F)=CC=CC=2C1=O
363,C1=CC=C(C=C1)COC(=O)N[C@H](C(C)C)C2=NC(C(O)=O)=C(C)O2,CC1OC(=NC=1C(O)=O)[C@H](NC(=O)OCC1C=CC=CC=1)C(C)C
364,ClC1C2CC(CC2)C1,ClC1CC2CC1CC2
365,NCCCCCCOC1C=C(C)C(Br)=CC=1,CC1=CC(=CC=C1Br)OCCCCCCN
366,CNC1C(=CC(Br)=CC=1)C(=O)C2=CC=CC=C2,CNC1=CC=C(Br)C=C1C(=O)C1C=CC=CC=1
367,CC1C(C)=C2C(C=CC=C2)=C(N)C=1,CC1=CC(N)=C2C=CC=CC2=C1C
368,O=[N+]([O-])C1C=C2C(=CC=1)SC(=N2)N3C[C@H](O)CC3,[O-][N+](=O)C1C=C2N=C(SC2=CC=1)N1C[C@H](O)CC1
369,CCCOC1=CC=C(C=C1)C2(N)C(C)CCCC2,CCCOC1C=CC(=CC=1)C1(N)CCCCC1C
370,CC(C)COC1C=C(B(O)O)C=C(F)C=1,CC(C)COC1C=C(C=C(F)C=1)B(O)O
371,OC(=O)CCN1C(COC2=CC=CC=C2)=NN=C1,OC(=O)CCN1C=NN=C1COC1C=CC=CC=1
372,Cc1ccc(cc1)N(S(=O)(=O)C=C)S(=O)(=O)c2c(C)cc(C)cc2C,Cc1ccc(cc1)N(S(=O)(=O)C=C)S(=O)(=O)c1c(C)cc(C)cc1C
373,OC(=O)C[C@@H](N)CC1=CC=C(I)C=C1,N[C@@H](CC1C=CC(I)=CC=1)CC(O)=O
374,Clc1nc(C)c(Cl)cc1,Cc1[n]c(Cl)ccc1Cl
375,NCCC1C=C(C=CC=1)C(=O)OC,COC(=O)C1=CC(CCN)=CC=C1
376,Cl.COC1C(OC)=CC2=C(CC(=O)N(CCCN(C)CC3C=C(C4(OC)CCC4)C(=CC=3)C5(OC)CCC5)CC2)C=1,Cl.CN(CC1C=C(C(=CC=1)C1(CCC1)OC)C1(CCC1)OC)CCCN1CCC2C=C(OC)C(=CC=2CC1=O)OC
377,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@@H]1[C@]2(C)[C@](CC1)([H])C3[C@](CC2)([H])[C@@]4(C)C(C[C@@H](O)CC4)=CC=3,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]21C
378,CCCOC(=O)CN(CC(N)=O)c1ccc(cc1)S(=O)(O)=O,CCCOC(=O)CN(CC(N)=O)c1ccc(cc1)S(O)(=O)=O
379,CCCCCCCCCCCCCCCCN(S(=O)(C)=O)c1c2c(cccc2)ccc1,CCCCCCCCCCCCCCCCN(c1cccc2ccccc21)S(C)(=O)=O
380,[Sr+2].OC(=O)C1C(O)=C(CC2C3C(=CC=CC=3)C=C(C(O)=O)C=2O)C4C(=CC=CC=4)C=1,[Sr+2].OC(=O)C1=CC2=CC=CC=C2C(CC2C3=CC=CC=C3C=C(C=2O)C(O)=O)=C1O
381,N#CC1C([N+](=O)[O-])=CC(=CN=1)C(F)(F)F,N#CC1=NC=C(C=C1[N+]([O-])=O)C(F)(F)F
382,CN1C=C(C=C1)CNC(=O)C2(O)CC3C(=CC=CC=3)CC2,CN1C=C(CNC(=O)C2(O)CC3=CC=CC=C3CC2)C=C1
383,OCC[C@@H]1C(=CO[C@@H](OC2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H]1C=C)C(=O)O[C@@H]3[C@H](C)[C@]4([H])[C@@](C3)([H])C(C(=O)OC)=CO[C@H]4OC5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5,C[C@@H]1[C@H]2[C@@H](OC=C([C@H]2C[C@@H]1OC(=O)C1=CO[C@@H](OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C=C)[C@@H]1CCO)C(=O)OC)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
384,Clc1ncc(cc1)N(Cc2ccccc2)C(C)C(O)=O,CC(C(O)=O)N(Cc1ccccc1)c1ccc(Cl)[n]c1
385,NCCCN1CC(C)CCC1,CC1CN(CCCN)CCC1
386,CCCCCCCCCCCCCCCC(=O)N(CC)c1c(O)ccc([N+](=O)[O-])c1,CCN(c1cc(ccc1O)[N+]([O-])=O)C(=O)CCCCCCCCCCCCCCC
387,NC(=O)NC[C@H](C(O)=O)NC(=O)OCC1C2=C(C=CC=C2)C3=C1C=CC=C3,NC(=O)NC[C@@H](NC(=O)OCC1C2C=CC=CC=2C2C=CC=CC=21)C(O)=O
388,Cl.C1NC[C@@H](CC1)OCC(=O)C2N=CC=NC=2,Cl.O=C(CO[C@H]1CNCCC1)C1=CN=CC=N1
389,NNC(=O)c1cc(B(O)O)cc(Br)c1,NNC(=O)c1cc(Br)cc(c1)B(O)O
390,NCCCCCOC1=CC=C(C=C1)OC(F)(F)F,NCCCCCOC1C=CC(=CC=1)OC(F)(F)F
391,CCCOC1=C(C(=O)NN)C=NN1CC(C)C,CCCOC1=C(C=NN1CC(C)C)C(=O)NN
392,CCOC(=O)C1(CN)CCCCC1,CCOC(=O)C1(CN)CCCCC1
393,CCCOC1=CC=C(C=C1)N2C(=O)C3C4(C(C)=O)C5=C(C=CC=C5)C(C6=C4C=CC=C6)C3C2=O,CC(=O)C12C3C(C(C4C=CC=CC1=4)C1C=CC=CC2=1)C(=O)N(C1C=CC(=CC=1)OCCC)C3=O
394,COC(=O)C1=C(N)C(C)=NC=N1,CC1=NC=NC(=C1N)C(=O)OC
395,OCC(O)CN(c1ccc(Cl)cc1)S(=O)(=O)c2c(C)cc(C)cc2C,Cc1cc(C)c(c(C)c1)S(=O)(=O)N(CC(O)CO)c1ccc(Cl)cc1
396,CCCC\C=C/CCCCCCCCCCCCO,CCCC/C=C\CCCCCCCCCCCCO
397,OCC1=C(Cl)C=C(I)C=C1Cl,OCC1C(Cl)=CC(I)=CC=1Cl
398,I.NC(=N)N(C)/N=C([H])/C1=CC=CC=C1,I.CN(/N=C/C1C=CC=CC=1)C(N)=N
399,CC(=O)NC1=C(C(O)=O)C=C(C)C=C1,CC(=O)NC1C=CC(C)=CC=1C(O)=O
400,[H]Cl.CC(C)CNCC1C(C)=NN(C)C=1,Cl.CC1=NN(C)C=C1CNCC(C)C
401,FC1C=C(C=CC=1)C2N=C(ON=2)C3C(=O)C=CN(C4=CC(F)=CC=C4)N=3,O=C1C=CN(N=C1C1=NC(=NO1)C1=CC(F)=CC=C1)C1=CC(F)=CC=C1
402,NC(=O)C1C=C(C=CC=1)NC(=O)C2=CC=NC=C2,NC(=O)C1C=C(C=CC=1)NC(=O)C1C=CN=CC=1
403,NC1C2C(=NC=CC=2)ON=1,NC1=NOC2=NC=CC=C21
404,O=C1C2C(CCSC2)=NO1,O=C1ON=C2CCSCC21
405,CCCCCCCCC(C(O)=O)N(C1CCCCC1)c2c(cccc2)C(O)=O,CCCCCCCCC(C(O)=O)N(C1CCCCC1)c1ccccc1C(O)=O
406,NCC1OC(C)(C)C(=O)N(CC2N=CC=CC=2)C1,CC1(C)OC(CN)CN(CC2=CC=CC=N2)C1=O
407,O=C([O-])N(C(C)(C)C)C1C(N)=C(Cl)C=CC=1,CC(C)(C)N(C([O-])=O)C1=CC=CC(Cl)=C1N
408,ClCCCCN(C(=O)CC(=O)OCC)c1c(cccc1)C(O)=O,CCOC(=O)CC(=O)N(CCCCCl)c1ccccc1C(O)=O
409,O[C@H]1C(=O)OCC1,O[C@@H]1CCOC1=O
410,CCOC(=O)C(CCC)C(=O)C1=CC=CC=C1,CCOC(=O)C(CCC)C(=O)C1C=CC=CC=1
411,CC1=CC=C(C=C1)CS(=O)(=O)CC(=O)NC2=CC=CC=C2,CC1C=CC(CS(=O)(=O)CC(=O)NC2C=CC=CC=2)=CC=1
412,CCOC(=O)CCCC(=O)C1=CC=C(OCC2=CC=CC=C2)C=C1,CCOC(=O)CCCC(=O)C1=CC=C(C=C1)OCC1C=CC=CC=1
413,FC1=CC(=C(F)C=C1)NC(=O)CS(=O)(=O)C2SC=CC=2,O=C(CS(=O)(=O)C1=CC=CS1)NC1C=C(F)C=CC=1F
414,COC(=O)C1=C(Br)C=C2C(OCO2)=C1,COC(=O)C1C=C2OCOC2=CC=1Br
415,COC(=O)N(c1ccc(Cl)cc1)c2c3c(CCC3)ncn2,COC(=O)N(c1[n]c[n]c2CCCc21)c1ccc(Cl)cc1
416,COC1=CC(=CC=C1)C(=O)C2C=C(Cl)C=C(F)C=2,COC1=CC(=CC=C1)C(=O)C1C=C(Cl)C=C(F)C=1
417,FC(F)COC1C(Br)=CC([N+](=O)[O-])=CC=1F,[O-][N+](=O)C1=CC(F)=C(OCC(F)F)C(Br)=C1
418,CC(O)CCC1CCCC1,CC(O)CCC1CCCC1
419,Cl.C1=CC=C(C=C1)COC(=O)N2C3C(=CC=CC=3)C4(CCNCC4)CC2,Cl.O=C(OCC1C=CC=CC=1)N1CCC2(CCNCC2)C2=CC=CC=C12
420,NCCC(CCO)C1CNCCC1,NCCC(CCO)C1CCCNC1
421,ClCC(=O)N1CCN(CC1)C2=C(C#N)C=CC=C2,N#CC1C=CC=CC=1N1CCN(CC1)C(=O)CCl
422,O=C1CC(CN1)(C)C2C3=C(C=CC=C3)NC=2,CC1(CNC(=O)C1)C1=CNC2C=CC=CC=21
423,CCC(N)Cc1c2c(ccc1)n(CC(C)CC)cc2,CC(C[n]1ccc2c(CC(N)CC)cccc12)CC
424,FC1N=C(C=CC=1)NC2CC(F)(F)C2,FC1=CC=CC(NC2CC(F)(F)C2)=N1
425,COCC(=O)N(C1CCCCC1)c2c(O)ccc([N+](=O)[O-])c2,COCC(=O)N(C1CCCCC1)c1cc(ccc1O)[N+]([O-])=O
426,NC1CN(CC1)C2=C3C(C=CC=C3)=CC=C2,NC1CN(CC1)C1C=CC=C2C=CC=CC2=1
427,Cl.Cl.ClC1=CC=C(C=C1)C(N)C2=CC=NC=C2,Cl.Cl.NC(C1C=CN=CC=1)C1C=CC(Cl)=CC=1
428,O=[N+]([O-])c1cc2c(cc1)nc(s2)N(C(=O)C(C)C)C(C)(C)C,CC(C)(C)N(c1[n]c2ccc(cc2[s]1)[N+]([O-])=O)C(=O)C(C)C
429,CCOC(OCC)CN(c1nc(OC)nc(C)n1)c2c(Cl)nc(Cl)nc2,Cc1[n]c([n]c([n]1)OC)N(CC(OCC)OCC)c1c[n]c(Cl)[n]c1Cl
430,Br[Zn]C1=CC=C(C=C1)C(OC)OC,COC(OC)C1C=CC(=CC=1)[Zn]Br
431,BrCCC(C)N(N=C(N)N)c1scnc1,CC(CCBr)N(N=C(N)N)c1c[n]c[s]1
