id,smile,can_smiles
857,O=C1C(C)C2C34C(O1)OC(CCC4C(C)CC2)(C)O3,CC12CCC3C(C)CCC4C(C)C(=O)OC(O1)C43O2
858,Br[Mg]C1=C(C=CC=C1)OCC2=C(F)C=CC=C2,FC1C=CC=CC=1COC1C=CC=CC=1[Mg]Br
859,CCCCCCN(CCCC)C1CN(CC1)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CC(CC1)N(CCCC)CCCCCC
860,COC1C(C)=CC(=CC=1)C(N)C(C)O,CC1=CC(=CC=C1OC)C(N)C(C)O
861,CCCOC1=C(Cl)C=C(C(C)=O)C=C1,CC(=O)C1C=CC(OCCC)=C(Cl)C=1
862,CC(C)(C)OC(=O)N1CC(OCC1)C2N=C(C=NC=2)B3OC(C)(C)C(C)(C)O3,CC(C)(C)OC(=O)N1CC(OCC1)C1=CN=CC(=N1)B1OC(C)(C)C(C)(C)O1
863,C1=CC=C(C=C1)CN2CC(C(O)=O)(CC2)C(F)(F)F,OC(=O)C1(CN(CC2C=CC=CC=2)CC1)C(F)(F)F
864,SCCC1C(Cl)=CC=CC=1,SCCC1=CC=CC=C1Cl
865,CC(=O)N(C)C1=NC(C)(C)CS1,CC(=O)N(C)C1=NC(C)(C)CS1
866,CCCCOC(=O)CN(C(CC(C)C)C(O)=O)c1c(C)cc(C)cc1C,CC(C)CC(C(O)=O)N(CC(=O)OCCCC)c1c(C)cc(C)cc1C
867,COC1C(N)=C(C(O)=O)C(C)=CC=1,CC1=CC=C(OC)C(N)=C1C(O)=O
868,O=C(NCC1CCNCC1)C2NC3=C(C=CC=C3)C=2,O=C(NCC1CCNCC1)C1=CC2C=CC=CC=2N1
869,OC(=O)/C=C/C(O)=O.NCCc1cc(CCC)c(OC)c(OC)c1,CCCc1cc(CCN)cc(OC)c1OC.OC(=O)/C=C/C(O)=O
870,CCNC(C)C(=O)NC1C(C)=CC=CC=1,CC1=CC=CC=C1NC(=O)C(C)NCC
871,OCC(O)CN(CCN1CCOCC1)C(=O)c2c(Br)cccc2,OCC(O)CN(CCN1CCOCC1)C(=O)c1ccccc1Br
872,CN1CCC(CC1)NC2C3C(OCCC2)=CC(C)=CC=3,CC1C=C2OCCCC(NC3CCN(C)CC3)C2=CC=1
873,Cl.Cl.NCC1N(C)C2=C(C=1)C=C(C=N2)C(F)(F)F,Cl.Cl.CN1C(CN)=CC2C=C(C=NC1=2)C(F)(F)F
874,CCOC1C(OCC)=CC=C(C=1)CC(=O)C2=C(NC3=CC=C(OC)C=C3)CC(C)(C)CC2=O,COC1C=CC(=CC=1)NC1CC(C)(C)CC(=O)C=1C(=O)CC1C=C(OCC)C(=CC=1)OCC
875,CCOC1C(\C=C\C2=NC3C(=CC=CC=3OC)C=C2)=C4C(C=CC=C4)=CC=1,COC1C=CC=C2C=CC(/C=C/C3C(=CC=C4C=CC=CC4=3)OCC)=NC2=1
876,CC(Br)C(=O)NCC1=C(OC)C=C(OC)C=C1,COC1C=C(C=CC=1CNC(=O)C(C)Br)OC
877,OC(=O)C(F)(F)F.N1CCN(CC1)CC2C(Br)=CC=CC=2,OC(=O)C(F)(F)F.BrC1=CC=CC=C1CN1CCNCC1
878,CC(=O)CN(CC(C)=O)c1cnc(Cl)cc1,CC(=O)CN(CC(C)=O)c1ccc(Cl)[n]c1
879,CC(C)=CCN(CCO)c1ccc(cc1)c2ocnn2,CC(C)=CCN(CCO)c1ccc(cc1)-c1[n][n]co1
880,ClC1C2=C(C=CN=1)C(C)(C)C(=O)N2,CC1(C)C(=O)NC2C(Cl)=NC=CC1=2
881,CCCS(=O)(=O)NC1=CC=C(C=C1)OC2C(Cl)=CC(Cl)=CC=2,CCCS(=O)(=O)NC1C=CC(=CC=1)OC1=CC=C(Cl)C=C1Cl
882,[H]C(F)(F)C1=CC2=C(C=CC=C2)C=C1,FC(F)C1=CC2C=CC=CC=2C=C1
883,Fc1cc(ccc1)CN(c2ccc(Cl)cc2)c3n4c(nnc4)cnc3,Fc1cc(CN(c2c[n]cc3[n][n]c[n]32)c2ccc(Cl)cc2)ccc1
884,CCCCCCCCC(C(O)=O)N(c1scnc1)c2c(C)cc(\N=N\c3c(C)cccc3)cc2,CCCCCCCCC(C(O)=O)N(c1c[n]c[s]1)c1ccc(cc1C)/N=N/c1ccccc1C
885,CCOC(O)C(F)F,CCOC(O)C(F)F
886,NC1=NN(C=N1)C2CC2,NC1N=CN(N=1)C1CC1
887,CCC(C#C)C1(OC(C)=O)CCN(C)CC1,CCC(C#C)C1(CCN(C)CC1)OC(C)=O
888,BrCC1(C)CCOCC1,CC1(CBr)CCOCC1
889,C(CN[C@@H](C)C1=C2C(C=CC=C2)=CC=C1)CC3C=C(C=CC=3)C(F)(F)F,C[C@H](NCCCC1C=C(C=CC=1)C(F)(F)F)C1C=CC=C2C=CC=CC2=1
890,COC1N=C2C(=C(N)N=1)C(=O)N(CC2)C3=CC=C(C=C3)C4(C#N)CCC4,COC1N=C2CCN(C(=O)C2=C(N)N=1)C1=CC=C(C=C1)C1(CCC1)C#N
891,Cl.CCNCC(O)(C)C(F)(F)F,Cl.CC(O)(CNCC)C(F)(F)F
892,CCCCC[C@@H](C(O)=O)NC(=O)OC(C)(C)C.C1CCC(CC1)NC2CCCCC2,CCCCC[C@H](NC(=O)OC(C)(C)C)C(O)=O.C1CCCCC1NC1CCCCC1
893,BrC1=CC2N(C=C1)C(I)=CN=2,BrC1=CC2=NC=C(I)N2C=C1
894,C1=CC=C(C=C1)C(=O)O[C@H]2C3(C)C(CC[C@]3(O)C(C)=O)(O)C4(O)[C@](C2)([H])C5(C)C(C[C@@H](O)CC5)=CC4,CC(=O)[C@@]1(O)CCC2(O)C3(O)CC=C4C[C@@H](O)CCC4(C)[C@@H]3C[C@@H](OC(=O)C3C=CC=CC=3)C21C
895,OCCN(Cc1ccccc1)c2c(cccc2)C(C)=O,CC(=O)c1ccccc1N(CCO)Cc1ccccc1
896,OC1=C(Cl)C(=CC=C1)CC(C)(C)N,CC(C)(N)CC1=CC=CC(O)=C1Cl
897,CC(C)CCOC(=O)CN(Cc1ccccc1)c2ncccc2,CC(C)CCOC(=O)CN(Cc1ccccc1)c1cccc[n]1
898,C1=CC2C3C(=COC=3)C=CC=2O1,C1OC=C2C3C=COC=3C=CC2=1
899,CCOC(=O)CC(=O)CN(C(=O)OC)c1c(Cl)cc([N+](=O)[O-])cc1,COC(=O)N(CC(=O)CC(=O)OCC)c1ccc(cc1Cl)[N+]([O-])=O
900,CN(C)C1=NC(Cl)=C(Cl)N=C1,CN(C)C1C=NC(Cl)=C(Cl)N=1
901,[Na+].[Na+].NC1C2=C(N=CN=1)N(C(Cl)=N2)[C@H]3[C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O3,[Na+].[Na+].NC1=NC=NC2=C1N=C(Cl)N2[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
902,COC(=O)CC1=NC(=C(C)S1)C2C(F)=CC=CC=2,CC1SC(CC(=O)OC)=NC=1C1=CC=CC=C1F
903,BrC1C(Cl)=C2C(=CC=1)NN=C2C,CC1=NNC2=CC=C(Br)C(Cl)=C21
904,N#CC1=NC(=NC=C1)NCC2=CC=C(F)C=C2,N#CC1C=CN=C(NCC2C=CC(F)=CC=2)N=1
905,O=N(=O)C1C=C(Br)C(Br)=NC=1,O=N(=O)C1C=C(Br)C(Br)=NC=1
906,CC1=C(C=CN=C1)N2CCN(CCC2)C(=O)CC3C4C(=CC=CC=4)NC=3,CC1C=NC=CC=1N1CCN(CCC1)C(=O)CC1=CNC2=CC=CC=C12
907,OC(=O)CC1N=C(SC=1)NC(=O)C2C=C(O)C=CC=2,OC(=O)CC1=CSC(NC(=O)C2C=C(O)C=CC=2)=N1
908,CCC1=CC=C(C=C1)C2C(COC)(N)C2S(=O)(=O)CC,COCC1(N)C(C1S(=O)(=O)CC)C1=CC=C(CC)C=C1
909,CCC1=CC=C(C=C1)C2N=C(C)C(C(O)=O)=CC=2,CC1=NC(=CC=C1C(O)=O)C1C=CC(CC)=CC=1
910,OC(=O)CN(c1c(Br)cccc1)c2c3c(cccc3)ccc2,OC(=O)CN(c1cccc2ccccc21)c1ccccc1Br
911,COC1N=CC(=CC=1)S(=O)(=O)Cl,COC1=CC=C(C=N1)S(=O)(=O)Cl
912,C1=CN=C(C=C1)CNC2C3=C(N=CN=2)N(C4=CC=C(Cl)C=C4)C=C3C5=CC=CC=C5,ClC1C=CC(=CC=1)N1C=C(C2C(NCC3C=CC=CN=3)=NC=NC1=2)C1C=CC=CC=1
913,CCCCCCCCCCCCOP(OCCCCCCCCCCCC)(=O)OCCCCCCCCCCCC,CCCCCCCCCCCCOP(=O)(OCCCCCCCCCCCC)OCCCCCCCCCCCC
914,CCOC(=O)CC(=O)N(c1c(C)cccc1)c2c(=O)n(c3ccccc3)n(C)c2C,C[n]1c(C)c(c(=O)[n]1-c1ccccc1)N(c1ccccc1C)C(=O)CC(=O)OCC
915,N#CC1C=C(C=CC=1)C(=O)NC2CCN(CC2)C(=O)C3=NN4C(C(=O)NC(C)=C4)=C3,CC1=CN2N=C(C=C2C(=O)N1)C(=O)N1CCC(CC1)NC(=O)C1=CC(=CC=C1)C#N
916,CCOC(OCC)CN(CCC)c1cc(ccc1)C(F)(F)F,CCCN(CC(OCC)OCC)c1cc(ccc1)C(F)(F)F
917,C1CCN(CC1)CC2C=C(C=CC=2)C(=O)C3C=C(F)C(Br)=CC=3,O=C(C1=CC(CN2CCCCC2)=CC=C1)C1C=C(F)C(Br)=CC=1
918,OCC1=CC(I)=C(OCC2CC2)C(Cl)=N1,OCC1=CC(I)=C(OCC2CC2)C(Cl)=N1
919,C1CC(OC1)C2C=C(C=C(C=2)C3CC3)B4OC(C)(C)C(C)(C)O4,CC1(C)OB(OC1(C)C)C1C=C(C=C(C=1)C1CCCO1)C1CC1
920,CCCCCCCCCCCCCCCCN(CC(O)=O)S(=O)(=O)CC,CCCCCCCCCCCCCCCCN(CC(O)=O)S(=O)(=O)CC
921,CN(C)CCN1C(=O)CNCC1,CN(C)CCN1CCNCC1=O
922,COC(=O)C1CC(C1)C2=CC(N([H])[H])=CC=C2,COC(=O)C1CC(C1)C1C=CC=C(N)C=1
923,SC1N(C)C(=NN=1)C2=CC3=C(CCC(C3)C(C)(C)C)S2,CN1C(S)=NN=C1C1=CC2CC(CCC=2S1)C(C)(C)C
924,OB(O)C1=CC(=NC=N1)C2=CC=CC=C2,OB(O)C1=CC(=NC=N1)C1C=CC=CC=1
925,BrC1=CC=C(C=C1)N2N=C(C3=CC=C(F)C=C3)C(C([H])=O)=C2,O=CC1=CN(N=C1C1C=CC(F)=CC=1)C1C=CC(Br)=CC=1
926,BrC1C=C2C(Cl)=C3C(CCC3)=NC2=CC=1,ClC1C2=CC(Br)=CC=C2N=C2CCCC2=1
927,COC1=CC=C(C=C1)[C@]23[C@]([C@H](O)[C@H](C(=O)OC)[C@H]3C4=CC=CC=C4)(O)C5C(=CC(O[C@@H]6O[C@@](CO[C@H]6OC)([H])[C@@H](O)CO)=CC=5OC)O2,COC1C=C(C=C2O[C@]3([C@@H]([C@H]([C@@H](O)[C@@]3(O)C=12)C(=O)OC)C1C=CC=CC=1)C1C=CC(=CC=1)OC)O[C@@H]1O[C@H](CO[C@H]1OC)[C@@H](O)CO
928,CC(C)C[C@@H](NC)CNC(=O)OC(C)(C)C,CC(C)C[C@H](CNC(=O)OC(C)(C)C)NC
929,CCCCCCC(C(O)=O)N(C(C)(C)C)S(=O)(=O)C=C,CCCCCCC(C(O)=O)N(C(C)(C)C)S(=O)(=O)C=C
930,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.NCC1N(C)CC1,CN1CCC1CN.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F
931,CCCCCCCCC(=O)N(c1ccccc1)C(C(=O)OCC)C(=O)OCC,CCCCCCCCC(=O)N(C(C(=O)OCC)C(=O)OCC)c1ccccc1
932,OC(Cl)[C@]1(Br)[C@@H](O)[C@]([C@H](O)[C@@H](O)O1)(O)C2C3C(=CC=CC=3)NC=2,O[C@]1([C@H](O)[C@@H](O)O[C@@](Br)([C@H]1O)C(O)Cl)C1=CNC2=CC=CC=C21
933,C1CCC(CC1)B2OCCCO2,C1CCCCC1B1OCCCO1
934,CC(C)CN1C(=O)C2N(C=C1)N=C(C3=CC=CC=C3)C=2,CC(C)CN1C=CN2N=C(C=C2C1=O)C1C=CC=CC=1
935,CC1C(C)=CC(=CC=1)C2C3=C(N=C(C)N=C3Cl)SC=2,CC1=CC(=CC=C1C)C1=CSC2N=C(C)N=C(Cl)C1=2
936,C1=CC2=C(C=C1)C(=CN2)CCN3C(=O)C4C(C3=O)C5C6C(=CC=CC=6)C4C7=C5C=CC=C7,O=C1C2C3C4=CC=CC=C4C(C2C(=O)N1CCC1=CNC2C=CC=CC1=2)C1C=CC=CC=13
937,FC1=CC=C(C=C1)N2C(C(O)=O)=CC(=N2)C3SC=CC=3,OC(=O)C1=CC(=NN1C1C=CC(F)=CC=1)C1=CC=CS1
938,OB(O)C1C=C(OC(F)(F)F)C(F)=CC=1,OB(O)C1C=C(OC(F)(F)F)C(F)=CC=1
939,C1CCC(CC1)NC(=O)C(C2=CN=CC=C2)N(CC3=CC=CC=C3)C(=O)CC4C5=C(C=CC=C5)NC=4,O=C(CC1=CNC2C=CC=CC1=2)N(CC1C=CC=CC=1)C(C1C=CC=NC=1)C(=O)NC1CCCCC1
940,CCC1=C(C=CC=C1)NC2N(CC)C3=C(C=CC=C3)N=2,CCN1C(NC2C=CC=CC=2CC)=NC2C=CC=CC1=2
941,O=[N+]([O-])c1ccc(cc1)CN(c2ccc(cc2)c3nc(NCC4OCCC4)sc3)c5c(=O)n(c6ccccc6)n(C)c5C,C[n]1c(C)c(c(=O)[n]1-c1ccccc1)N(Cc1ccc(cc1)[N+]([O-])=O)c1ccc(cc1)-c1c[s]c(NCC2CCCO2)[n]1
942,BrCC(=O)c1cc(C(=O)NC)c(C)cc1,Cc1ccc(cc1C(=O)NC)C(=O)CBr
943,OC(=O)CCN(c1ccc(Cl)cc1)c2c(C)cc(C)cc2C,Cc1cc(C)c(c(C)c1)N(CCC(O)=O)c1ccc(Cl)cc1
944,C1=CC=C(C=C1)OC(=O)NC2=CC=C(C=C2)CC3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)CC5=CC=C(NC(=O)OC6=CC=CC=C6)C=C5,O=C(NC1C=CC(CC2C=CC(=CC=2)NC(=O)OC2C=CC=CC=2)=CC=1)NC1C=CC(CC2C=CC(=CC=2)NC(=O)OC2C=CC=CC=2)=CC=1
945,C[C@@H]1CC2=C(CC1)C(C)=CO2,CC1=COC2C[C@@H](C)CCC1=2
946,CCOC(OCC)CN(CC=C)CC(N)=O,CCOC(CN(CC=C)CC(N)=O)OCC
947,Cl.NCCCC1(OCCO1)C(F)(F)F,Cl.NCCCC1(OCCO1)C(F)(F)F
948,OC1C=C(C=C(F)C=1)C2=CC=C(C=C2)C(F)(F)F,OC1=CC(F)=CC(=C1)C1C=CC(=CC=1)C(F)(F)F
949,COC1=C(C)C=C(C=C1)C(=O)C2CCCC2,CC1C=C(C=CC=1OC)C(=O)C1CCCC1
950,OC(=O)CCc1c2c(ccc(F)c2)n(C)c1,C[n]1cc(CCC(O)=O)c2cc(F)ccc12
951,COC1=C(OC)C=C(C=C1)CCNC(=O)C23C(C)(C)C(CC3)(C)C(=O)O2,CC1(C)C2(CCC1(C)C(=O)O2)C(=O)NCCC1C=CC(OC)=C(C=1)OC
952,Cl.OC(=O)C1CC2(NCC1)CCC2,Cl.OC(=O)C1CC2(CCC2)NCC1
953,N#CC1CCN(C=O)CC1,N#CC1CCN(CC1)C=O
954,CCOC(=O)C1N=C(C=CN=1)C(F)(F)F,CCOC(=O)C1N=C(C=CN=1)C(F)(F)F
955,CCCCC(C(O)=O)NC(=O)[C@@H](CC1=CC=CC=C1)N2C(=O)C3C(=CC=CC=3)NC2=O,CCCCC(NC(=O)[C@@H](CC1C=CC=CC=1)N1C(=O)NC2=CC=CC=C2C1=O)C(O)=O
956,CCOc1ccc(cc1)N(CCNC(C)=O)C(=O)OCc2ccc([N+](=O)[O-])cc2,CC(=O)NCCN(c1ccc(cc1)OCC)C(=O)OCc1ccc(cc1)[N+]([O-])=O
957,CN1CC(CCC1)=C(C2SC=CC=2)C3SC=CC=3,CN1CC(CCC1)=C(C1=CC=CS1)C1=CC=CS1
958,C1CCC(CC1)NC2=C([N+](=O)[O-])C=C(C(OC)=C2)B3OC(C)(C)C(C)(C)O3,COC1=CC(NC2CCCCC2)=C(C=C1B1OC(C)(C)C(C)(C)O1)[N+]([O-])=O
959,COc1c(NC)c(N)ccc1,CNc1c(N)cccc1OC
960,OB(O)C1C(=CC(=CC=1C)C(F)(F)F)C(F)(F)F,CC1C=C(C=C(C=1B(O)O)C(F)(F)F)C(F)(F)F
961,CCC(CN)Oc1cc(Cl)ccc1,CCC(CN)Oc1cc(Cl)ccc1
962,CC(=O)C1=C([N+](=O)[O-])C=C(F)C(N)=C1,CC(=O)C1C=C(N)C(F)=CC=1[N+]([O-])=O
963,NC(=O)C1=CC(F)=C(C=C1)C2=CC=C(C=C2)C(F)(F)F,NC(=O)C1=CC(F)=C(C=C1)C1C=CC(=CC=1)C(F)(F)F
964,c1ccc(cc1)CCN(c2ncccc2)c3cc(C)ccn3,Cc1cc([n]cc1)N(CCc1ccccc1)c1cccc[n]1
965,COC1C(Cl)=C(Br)C(Cl)=C(OC)C=1,COC1=CC(OC)=C(Cl)C(Br)=C1Cl
966,O=C1C=C(N=C(S)N1)C(F)(F)F,O=C1C=C(N=C(S)N1)C(F)(F)F
967,ClCCC(=O)NC1=C(\N=N\C2=C(C#N)C=C([N+](=O)[O-])C=C2)C=CC(N(CC)CC)=C1,CCN(CC)C1=CC(NC(=O)CCCl)=C(C=C1)/N=N/C1C=CC(=CC=1C#N)[N+]([O-])=O
968,OC(=O)/C=C/C(O)=O.OC1C2=C(N)C3=C(C=CC=C3)N=C2CCC1,NC1=C2C(O)CCCC2=NC2C=CC=CC=21.OC(=O)/C=C/C(O)=O
969,COCCOC1=C(C)C=CC([N+](=O)[O-])=C1,CC1C=CC(=CC=1OCCOC)[N+]([O-])=O
970,CC1(C)COB(OC1)C2=CN(N=C2)S(=O)(=O)C3=CC=CC=C3,CC1(C)COB(OC1)C1C=NN(C=1)S(=O)(=O)C1C=CC=CC=1
971,CCCCC(C)NCCc1cc2c(OCCO2)cc1,CCCCC(C)NCCc1ccc2OCCOc2c1
972,COC1N=C(N=CC=1F)NC2(CC3C=C(C)C=CC=3)CC2,CC1C=CC=C(CC2(CC2)NC2=NC(OC)=C(F)C=N2)C=1
973,CCOC(=O)C(C(=O)OCC)N(c1c(Br)cccc1)c2ccc(cc2)S(=O)(=O)Nc3n(ncc3)c4ccccc4,CCOC(=O)C(C(=O)OCC)N(c1ccccc1Br)c1ccc(cc1)S(=O)(=O)Nc1cc[n][n]1-c1ccccc1
974,NCCc1c(Cl)c(ccc1Cl)c2cc3c(OCO3)cc2,NCCc1c(Cl)c(ccc1Cl)-c1cc2OCOc2cc1
975,COCCc1sc(cc1)B2OC(C)(C)C(C)(C)O2,COCCc1ccc([s]1)B1OC(C)(C)C(C)(C)O1
976,CC(C)(C)OC(=O)N1CC(CCOCC2=CC=NC=C2)CCC1,CC(C)(C)OC(=O)N1CC(CCOCC2C=CN=CC=2)CCC1
977,[BH3-]CC=C(C)C.[H+]C(C)(C)C(C)(C)O,[BH3-]CC=C(C)C.CC(C)C(C)(C)O
978,OC1C=C2C(C(O)=O)=C(C(C)C)N(C)C2=CC=1,CC(C)C1=C(C2=CC(O)=CC=C2N1C)C(O)=O
979,CCN(CC)C(=O)C1=CC(=CC(N)=C1)C(F)(F)F,CCN(CC)C(=O)C1C=C(N)C=C(C=1)C(F)(F)F
980,CCCCCOP(O)(O)=O,CCCCCOP(O)(O)=O
981,CCOC(=O)C1C(OC)=NC(N)=CC=1,COC1=NC(N)=CC=C1C(=O)OCC
982,O[C@@H]1C=C2C(CC1)(C)[C@]3([H])C(CC2)([H])[C@]4([H])C([C@@H](O)CC4)(C)CC3,CC12CC[C@H](O)C=C1CCC1[C@@H]2CCC2(C)[C@@H]1CC[C@@H]2O
983,CC1C=C(NC(=S)N(CCC2C3=C(C=CC(F)=C3)NC=2C)CC4C=NC=CC=4)C(C)=CC=1,CC1C=C(NC(=S)N(CC2C=NC=CC=2)CCC2C3C=C(F)C=CC=3NC=2C)C(C)=CC=1
984,CCOC(=O)C1C2=C(CCCCC2)SC=1NC(=O)NC3=CC=CC=C3,CCOC(=O)C1=C(NC(=O)NC2C=CC=CC=2)SC2CCCCCC=21
985,OCCC1=C(C)N(NC1=O)S(=O)(=O)C2SC=CC=2,CC1=C(CCO)C(=O)NN1S(=O)(=O)C1=CC=CS1
986,Cl.ClCCN1CCOCC1,Cl.ClCCN1CCOCC1
987,C=O.NC(N)=S.CC(=O)C1=CC=CC=C1,CC(=O)C1C=CC=CC=1.C=O.NC(N)=S
988,CC(=O)OC[C@@H]1[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](O1)N2C(=O)NC(=O)C=N2,CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@H]1N1N=CC(=O)NC1=O
989,O=[N+]([O-])c1cc(O)c(cc1)N(C(C)(C)C)c2c(C)cccc2,Cc1ccccc1N(c1ccc(cc1O)[N+]([O-])=O)C(C)(C)C
990,BrC1=C(C=NC=C1)OCC2CCOCC2,BrC1C=CN=CC=1OCC1CCOCC1
991,BrC1C=C(/C=N/NC2N=C(C3=CC=CC=C3)C(=NN=2)C4=CC=CC=C4)C(O)=CC=1,OC1=CC=C(Br)C=C1/C=N/NC1N=C(C(=NN=1)C1C=CC=CC=1)C1C=CC=CC=1
992,BrCCCCCCCCCCC(=O)OC,COC(=O)CCCCCCCCCCBr
993,CCCc1ccc(cc1)N(c2ccc(O)cc2)c3c(C)cccc3,Cc1ccccc1N(c1ccc(CCC)cc1)c1ccc(O)cc1
994,CC(=O)NC1=C(C#N)C2=C(CCCCC2)S1,CC(=O)NC1SC2CCCCCC=2C=1C#N
995,N=C1NC(=CS1)C2=CC=CC=C2,N=C1NC(=CS1)C1C=CC=CC=1
996,CCCCCCCCCCCCCCCC(=O)N(c1nnc(Cl)cc1)c2ccc(Cl)cc2,CCCCCCCCCCCCCCCC(=O)N(c1ccc(Cl)[n][n]1)c1ccc(Cl)cc1
997,COC(=O)C1=C(C=CC=C1)C2C=C(C=CC=2)C(=O)N3CCCC3,COC(=O)C1C=CC=CC=1C1C=C(C=CC=1)C(=O)N1CCCC1
998,CCOC(=O)C1=CN=C(NN)C=C1,CCOC(=O)C1=CN=C(C=C1)NN
999,c1ccc(cc1)Nc2ccc(cc2)N(c3ccccc3)C(C)(C)C,CC(C)(C)N(c1ccc(cc1)Nc1ccccc1)c1ccccc1
1000,CC1N=C(NC(=O)C=1)N2CCC(CC2)NC(=O)C3=C(C)N(N=C3)C4=CC=CC=C4,CC1=C(C=NN1C1C=CC=CC=1)C(=O)NC1CCN(CC1)C1NC(=O)C=C(C)N=1
1001,OC(=O)CC1=C(C)N2C(=NC(N)=N2)N=C1C,CC1=C(CC(O)=O)C(C)=NC2=NC(N)=NN12
