id,smile
757,CCCCCCCCC(C(O)=O)N(C(C)CC(O)=O)c1cc(ccc1)C(F)(F)F
758,COC1=CC2=C(C=C1)N(O)C(=O)[C@@H](O)O2
759,CCCCCCCCCCCCCCCCN(CC(=O)OCCC)Cc1cc(O)ccc1
760,COC(=O)C1C=C(C(F)(F)F)C(=CC=1)C(F)(F)F
761,O=C1C(F)(F)COC1
762,OP(=O)(O)OC[C@]1([H])[C@](O)([H])[C@](O)([H])[C@](O)([H])O1
763,OC(=O)[C@H]1C(C)(C)OC(=O)C1
764,Cl.OC(=O)[C@@H]1CC(CN1)N2CCCCC2
765,OC(=O)C1C=N(=O)C(C(O)=O)=CC=1
766,CCCC(=O)N(CC(=O)OC)N1C(=S)SCC1=O
767,COC(=O)C1(CC1)C2C=C(N)C=CC=2
768,CC(C)(C)OC(=O)NC1=C(C(O)=O)C=C(C)C=C1
769,O.O.O.O.[Mg+2].O=C([O-])C1C(O)=CC=CC=1
770,O=[N+]([O-])C1=CC=C(C=C1)CN2C=C(N=C2)C(=O)NC3=CC=CC=C3
771,[Na].OS(=O)(=O)c1c(N)c2c(c(Br)c1)C(=O)c3c(cccc3)C2=O
772,CCC1=CC=C(C=C1)C2N(C3=CC=C(C(O)=O)C=C3)C4=C(CCCC4)C=2
773,OCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
774,OCCN(c1ccc(C(O)=O)cc1)S(=O)(=O)c2c(C)cc(C)cc2C
775,CCC1=C2C(=CC=C1)C(=CN2)C(=O)CN3CC(OCC3)C4=CC=C(F)C=C4
776,NC1N=C(C)C(=CC=1)OC2C=C(N=CC=2)C3=CN(C)N=C3
777,FC1C=C(C=NC=1)C2=C(F)C(C(O)=O)=NC=N2
778,O=CC1=C(NC=C1)CC(O)=O
779,CC1=CC(=NC(N)=N1)C2N=C(C=CC=2O)C3=C(F)C(N)=NC=C3
780,CC(C)C1=CC(=CC=C1)C2C=C(Br)C=CC=2
781,CNCCCCCCNC
782,CN(C)C(/C)=N/CCN1C(Br)=C(Br)C(Br)=N1
783,BrCC1C(B(O)O)=CC(=CC=1)C(=O)C(C)Br
784,O=[N+]([O-])c1ccc(cc1)COC(=O)N(CCc2ccccc2)c3ccc(cc3)S(=O)(=O)Nc4ncccc4
785,c1ccc(cc1)COC2CC(C2)(C(C)=O)O[Si](C)(C)C(C)(C)C
786,COC1=CC2=C(OCC[C@H]2N)C=C1Cl
787,OCC1C(O)CCN1
788,COC(=O)CS(=O)(=O)C1=CC=C(N)C=C1
789,COC1=CC=C(C=C1)NC(=O)CC(=O)NC(C)CC2C=C(C=CC=2)C(F)(F)F
790,CCCCCCCCC(C(O)=O)N(CCCBr)C(=O)CC(=O)OCC
791,ClCCCCN(Cc1ccc([N+](=O)[O-])cc1)c2c3c(cccc3)nc4c2cccc4
792,Cl.NC1CC(C1)CN2S(=O)(=O)CCC2
793,CSC1=C(Br)C=C(C(C)=O)C=C1
794,N#CC1=C(N=CC=N1)C(O)=O
795,Cl.CCC(C)[C@H](N)[C@@H](O)C1=C(N)C=C([N+](=O)[O-])C=C1
796,CC(C)OC1=CC(F)=C(Cl)C=C1
797,COC1=C(Cl)C=C2C(NC=C2)=N1
798,CSCC[C@H](NC(C)=O)C(=O)OC1C2=C(C=CC=C2)C=CC=1
799,O=C1c2c(NCCN1)nccc2
800,CC1=CC(=CC(C)=C1)NC(=O)CN2C3C(=C(C)N(CCC4C5C(=CC=CC=5)NC=4)C(=O)C=3)C(=O)N2C6SC7=C(C=CC=C7)N=6
801,CCOC(=O)NC1=CC=C(C)C=C1
802,CC(=O)NCCN(c1cc([N+](=O)[O-])ccc1)C(C(F)(F)F)(F)C(F)(F)F
803,BrCCN(CC=C)c1c(C)cc(Br)c(C)c1
804,CCC1=CC=C(C=C1)C#C[C@H]2[C@H](O)CCC2
805,NCCc1c(Cl)c(O)ccc1Cl
806,C1=CC=C(C=C1)C2OC3C(=CC=CC=3C)CC2
807,ClC1=CC=C(C=C1)C#CC2(O)CCCC2
808,CCOC(=O)C(C(=O)OCC)N(CCNC(C)=O)Cc1sc(Cl)nc1
809,OC(=O)[C@@H]1CC(N)CN1
810,CCCCCCC(C(O)=O)N(CC=C)CCBr
811,COC1=CC=C(C=C1)C2=C(C#N)C(N)=C(C#N)C(=C2)C3CC3
812,CC(C)c1cc2c(CCC[C@H]2N)cc1
813,CC(C)N1C=C(Br)N=N1
814,Nc1sc(nn1)SC2C(=O)OCC2
815,CC(C)OCCCNC(=O)C1N(CC(F)(F)F)N=CC=1N
816,NCC(O)C12CC(CC2)CC1
817,CCCCCCN(c1ccc(cc1)S(=O)(=O)N([Na])c2nc3c(cccc3)nc2)c4c(C)cccc4
818,OC(=O)CC(C)N(c1ccc(cc1)S(=O)(=O)Nc2ncccn2)c3c(Cl)nc(Cl)nc3
819,OC(=O)C1C(=CC=CC=1)C2C=C(F)C(F)=CC=2
820,[Na+].O=S([O-])C(F)(F)F
821,COC1C2=C(C=CC=1)C=CC(C(F)(F)F)=N2
822,OC(=O)[C@@](NC(=O)OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)([H])CC4C5C(=CC=CC=5)SC=4
823,COC1=CC2=C(C=C1)CC(N3CCN(C)CC3)C4=C(C=CC(OC)=C4)S2
824,O=C(Cl)CC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
825,CC(O)C1C=C(Cl)C=CN=1
826,CCOC(=O)C1=C(N=C(N)O1)C2CC2
827,CC1=CC(=CC=C1)CC2(CO)CCN(C(=O)OC(C)(C)C)CC2
828,COC1C(NC(=O)C2OC=CC=2)=CC(C(O)=O)=CC=1
829,NCCCC[C@@H](C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(O)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]3N(CCC3)C(=O)[C@H](C(C)C)NC(=O)[C@@H](N)CC4=CC=CC=C4
830,FC1=CC=C(C=C1)N2C(=O)CC(N)C2
831,O=C(OCC1=CC=CC=C1)NC(O)C(F)(F)F
832,Cc1cc(ccc1)N(C2CCCCC2)C(=O)c3c(Br)cccc3
833,NC1=C2C(=NC=N1)N(C=N2)[C@]3([H])[C@@](N)([H])[C@@](O)([H])[C@](CO)([H])O3
834,CC(O)CCNC1CCCCC1
835,O=C(NC1=C(C)C(C)=CC=C1)COC(=O)C2C3C4C(OC3=O)CC2C4
836,CC1=CC=C(C=C1)C(=O)CC2=CC(Br)=C(F)C=C2
837,[Cl-].C1=CC=C(C=C1)C2=NC(S)=C(C(=O)N2)[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5
838,CCOC(=O)c1ccc(cc1)N(CC(OC)OC)C(C)(C)C(O)=O
839,N#CC1C(S)=NC(=O)NC=1C
840,BrC1N=CC(=NC=1)NS(=O)(=O)C2=CC=C(C)C=C2
841,FC1=CC=C(OCCNC2CCCCC2)C=C1
842,CCOC(=O)C1=CC2=C(C=C1)N(C)C(=O)CO2
843,CC(C)CC(C(O)=O)N(CC(C)=O)c1c(C=O)cc2c(OCO2)c1
844,O=C1OC=C(C=C1)[C@@H]2[C@]3(C)[C@@](CC2)(O)[C@@]4([H])[C@@](CC3)([H])[C@]5(CO)[C@](C[C@@H](O)CC5)([H])CC4
845,ClCC1=NC(=O)NN1
846,O=[N+]([O-])C(C)CNCCC1=CC=NC=C1
847,O=[N+]([O-])C1=CC=C(C=C1)OC2=CC=C(C=C2)C3=CC=C(C=C3)OC4=CC=C([N+](=O)[O-])C=C4
848,CCCc1ccc(cc1)N(CCc2ccccc2)c3cc4c(cc3)cc(cc4O)S(=O)(O)=O
849,BrC1C(=O)N(CC1)C2=C(F)C=CC=C2F
850,COC1=C(Br)C=C([N+](=O)[O-])C(C=O)=C1
851,CC(C)CC(C(O)=O)N(C(C)(C)C)c1ccc(cc1)S(=O)(=O)Nc2n(ncc2)c3ccccc3
852,CCN1C(=CC=N1)C(F)C(O)=O
853,NC(=S)NCC1C(OC)=CC=CC=1
854,OC[C@H]1O[C@H](C=C1)N2C3=C(N=C2)C(=O)N=CN3
855,CCCS(=O)(=O)C1N(C)C(=NN=1)C2C(N)=NON=2
856,OC1C2=C(N=CN=1)N(C)N=N2
857,O=C1C(C)C2C34C(O1)OC(CCC4C(C)CC2)(C)O3
858,Br[Mg]C1=C(C=CC=C1)OCC2=C(F)C=CC=C2
859,CCCCCCN(CCCC)C1CN(CC1)C(=O)OC(C)(C)C
860,COC1C(C)=CC(=CC=1)C(N)C(C)O
861,CCCOC1=C(Cl)C=C(C(C)=O)C=C1
862,CC(C)(C)OC(=O)N1CC(OCC1)C2N=C(C=NC=2)B3OC(C)(C)C(C)(C)O3
863,C1=CC=C(C=C1)CN2CC(C(O)=O)(CC2)C(F)(F)F
864,SCCC1C(Cl)=CC=CC=1
865,CC(=O)N(C)C1=NC(C)(C)CS1
866,CCCCOC(=O)CN(C(CC(C)C)C(O)=O)c1c(C)cc(C)cc1C
867,COC1C(N)=C(C(O)=O)C(C)=CC=1
868,O=C(NCC1CCNCC1)C2NC3=C(C=CC=C3)C=2
869,OC(=O)/C=C/C(O)=O.NCCc1cc(CCC)c(OC)c(OC)c1
870,CCNC(C)C(=O)NC1C(C)=CC=CC=1
871,OCC(O)CN(CCN1CCOCC1)C(=O)c2c(Br)cccc2
872,CN1CCC(CC1)NC2C3C(OCCC2)=CC(C)=CC=3
873,Cl.Cl.NCC1N(C)C2=C(C=1)C=C(C=N2)C(F)(F)F
874,CCOC1C(OCC)=CC=C(C=1)CC(=O)C2=C(NC3=CC=C(OC)C=C3)CC(C)(C)CC2=O
875,CCOC1C(\C=C\C2=NC3C(=CC=CC=3OC)C=C2)=C4C(C=CC=C4)=CC=1
876,CC(Br)C(=O)NCC1=C(OC)C=C(OC)C=C1
877,OC(=O)C(F)(F)F.N1CCN(CC1)CC2C(Br)=CC=CC=2
878,CC(=O)CN(CC(C)=O)c1cnc(Cl)cc1
879,CC(C)=CCN(CCO)c1ccc(cc1)c2ocnn2
880,ClC1C2=C(C=CN=1)C(C)(C)C(=O)N2
881,CCCS(=O)(=O)NC1=CC=C(C=C1)OC2C(Cl)=CC(Cl)=CC=2
882,[H]C(F)(F)C1=CC2=C(C=CC=C2)C=C1
883,Fc1cc(ccc1)CN(c2ccc(Cl)cc2)c3n4c(nnc4)cnc3
884,CCCCCCCCC(C(O)=O)N(c1scnc1)c2c(C)cc(\N=N\c3c(C)cccc3)cc2
885,CCOC(O)C(F)F
886,NC1=NN(C=N1)C2CC2
887,CCC(C#C)C1(OC(C)=O)CCN(C)CC1
888,BrCC1(C)CCOCC1
889,C(CN[C@@H](C)C1=C2C(C=CC=C2)=CC=C1)CC3C=C(C=CC=3)C(F)(F)F
890,COC1N=C2C(=C(N)N=1)C(=O)N(CC2)C3=CC=C(C=C3)C4(C#N)CCC4
891,Cl.CCNCC(O)(C)C(F)(F)F
892,CCCCC[C@@H](C(O)=O)NC(=O)OC(C)(C)C.C1CCC(CC1)NC2CCCCC2
893,BrC1=CC2N(C=C1)C(I)=CN=2
894,C1=CC=C(C=C1)C(=O)O[C@H]2C3(C)C(CC[C@]3(O)C(C)=O)(O)C4(O)[C@](C2)([H])C5(C)C(C[C@@H](O)CC5)=CC4
895,OCCN(Cc1ccccc1)c2c(cccc2)C(C)=O
896,OC1=C(Cl)C(=CC=C1)CC(C)(C)N
897,CC(C)CCOC(=O)CN(Cc1ccccc1)c2ncccc2
898,C1=CC2C3C(=COC=3)C=CC=2O1
899,CCOC(=O)CC(=O)CN(C(=O)OC)c1c(Cl)cc([N+](=O)[O-])cc1
900,CN(C)C1=NC(Cl)=C(Cl)N=C1
901,[Na+].[Na+].NC1C2=C(N=CN=1)N(C(Cl)=N2)[C@H]3[C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O3
902,COC(=O)CC1=NC(=C(C)S1)C2C(F)=CC=CC=2
903,BrC1C(Cl)=C2C(=CC=1)NN=C2C
904,N#CC1=NC(=NC=C1)NCC2=CC=C(F)C=C2
905,O=N(=O)C1C=C(Br)C(Br)=NC=1
906,CC1=C(C=CN=C1)N2CCN(CCC2)C(=O)CC3C4C(=CC=CC=4)NC=3
907,OC(=O)CC1N=C(SC=1)NC(=O)C2C=C(O)C=CC=2
908,CCC1=CC=C(C=C1)C2C(COC)(N)C2S(=O)(=O)CC
909,CCC1=CC=C(C=C1)C2N=C(C)C(C(O)=O)=CC=2
910,OC(=O)CN(c1c(Br)cccc1)c2c3c(cccc3)ccc2
911,COC1N=CC(=CC=1)S(=O)(=O)Cl
912,C1=CN=C(C=C1)CNC2C3=C(N=CN=2)N(C4=CC=C(Cl)C=C4)C=C3C5=CC=CC=C5
913,CCCCCCCCCCCCOP(OCCCCCCCCCCCC)(=O)OCCCCCCCCCCCC
914,CCOC(=O)CC(=O)N(c1c(C)cccc1)c2c(=O)n(c3ccccc3)n(C)c2C
915,N#CC1C=C(C=CC=1)C(=O)NC2CCN(CC2)C(=O)C3=NN4C(C(=O)NC(C)=C4)=C3
916,CCOC(OCC)CN(CCC)c1cc(ccc1)C(F)(F)F
917,C1CCN(CC1)CC2C=C(C=CC=2)C(=O)C3C=C(F)C(Br)=CC=3
918,OCC1=CC(I)=C(OCC2CC2)C(Cl)=N1
919,C1CC(OC1)C2C=C(C=C(C=2)C3CC3)B4OC(C)(C)C(C)(C)O4
920,CCCCCCCCCCCCCCCCN(CC(O)=O)S(=O)(=O)CC
921,CN(C)CCN1C(=O)CNCC1
922,COC(=O)C1CC(C1)C2=CC(N([H])[H])=CC=C2
923,SC1N(C)C(=NN=1)C2=CC3=C(CCC(C3)C(C)(C)C)S2
924,OB(O)C1=CC(=NC=N1)C2=CC=CC=C2
925,BrC1=CC=C(C=C1)N2N=C(C3=CC=C(F)C=C3)C(C([H])=O)=C2
926,BrC1C=C2C(Cl)=C3C(CCC3)=NC2=CC=1
927,COC1=CC=C(C=C1)[C@]23[C@]([C@H](O)[C@H](C(=O)OC)[C@H]3C4=CC=CC=C4)(O)C5C(=CC(O[C@@H]6O[C@@](CO[C@H]6OC)([H])[C@@H](O)CO)=CC=5OC)O2
928,CC(C)C[C@@H](NC)CNC(=O)OC(C)(C)C
929,CCCCCCC(C(O)=O)N(C(C)(C)C)S(=O)(=O)C=C
930,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.NCC1N(C)CC1
931,CCCCCCCCC(=O)N(c1ccccc1)C(C(=O)OCC)C(=O)OCC
932,OC(Cl)[C@]1(Br)[C@@H](O)[C@]([C@H](O)[C@@H](O)O1)(O)C2C3C(=CC=CC=3)NC=2
933,C1CCC(CC1)B2OCCCO2
934,CC(C)CN1C(=O)C2N(C=C1)N=C(C3=CC=CC=C3)C=2
935,CC1C(C)=CC(=CC=1)C2C3=C(N=C(C)N=C3Cl)SC=2
936,C1=CC2=C(C=C1)C(=CN2)CCN3C(=O)C4C(C3=O)C5C6C(=CC=CC=6)C4C7=C5C=CC=C7
937,FC1=CC=C(C=C1)N2C(C(O)=O)=CC(=N2)C3SC=CC=3
938,OB(O)C1C=C(OC(F)(F)F)C(F)=CC=1
939,C1CCC(CC1)NC(=O)C(C2=CN=CC=C2)N(CC3=CC=CC=C3)C(=O)CC4C5=C(C=CC=C5)NC=4
940,CCC1=C(C=CC=C1)NC2N(CC)C3=C(C=CC=C3)N=2
941,O=[N+]([O-])c1ccc(cc1)CN(c2ccc(cc2)c3nc(NCC4OCCC4)sc3)c5c(=O)n(c6ccccc6)n(C)c5C
942,BrCC(=O)c1cc(C(=O)NC)c(C)cc1
943,OC(=O)CCN(c1ccc(Cl)cc1)c2c(C)cc(C)cc2C
944,C1=CC=C(C=C1)OC(=O)NC2=CC=C(C=C2)CC3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)CC5=CC=C(NC(=O)OC6=CC=CC=C6)C=C5
945,C[C@@H]1CC2=C(CC1)C(C)=CO2
946,CCOC(OCC)CN(CC=C)CC(N)=O
947,Cl.NCCCC1(OCCO1)C(F)(F)F
948,OC1C=C(C=C(F)C=1)C2=CC=C(C=C2)C(F)(F)F
949,COC1=C(C)C=C(C=C1)C(=O)C2CCCC2
950,OC(=O)CCc1c2c(ccc(F)c2)n(C)c1
951,COC1=C(OC)C=C(C=C1)CCNC(=O)C23C(C)(C)C(CC3)(C)C(=O)O2
952,Cl.OC(=O)C1CC2(NCC1)CCC2
953,N#CC1CCN(C=O)CC1
954,CCOC(=O)C1N=C(C=CN=1)C(F)(F)F
955,CCCCC(C(O)=O)NC(=O)[C@@H](CC1=CC=CC=C1)N2C(=O)C3C(=CC=CC=3)NC2=O
956,CCOc1ccc(cc1)N(CCNC(C)=O)C(=O)OCc2ccc([N+](=O)[O-])cc2
957,CN1CC(CCC1)=C(C2SC=CC=2)C3SC=CC=3
958,C1CCC(CC1)NC2=C([N+](=O)[O-])C=C(C(OC)=C2)B3OC(C)(C)C(C)(C)O3
959,COc1c(NC)c(N)ccc1
960,OB(O)C1C(=CC(=CC=1C)C(F)(F)F)C(F)(F)F
961,CCC(CN)Oc1cc(Cl)ccc1
962,CC(=O)C1=C([N+](=O)[O-])C=C(F)C(N)=C1
963,NC(=O)C1=CC(F)=C(C=C1)C2=CC=C(C=C2)C(F)(F)F
964,c1ccc(cc1)CCN(c2ncccc2)c3cc(C)ccn3
965,COC1C(Cl)=C(Br)C(Cl)=C(OC)C=1
966,O=C1C=C(N=C(S)N1)C(F)(F)F
967,ClCCC(=O)NC1=C(\N=N\C2=C(C#N)C=C([N+](=O)[O-])C=C2)C=CC(N(CC)CC)=C1
968,OC(=O)/C=C/C(O)=O.OC1C2=C(N)C3=C(C=CC=C3)N=C2CCC1
969,COCCOC1=C(C)C=CC([N+](=O)[O-])=C1
970,CC1(C)COB(OC1)C2=CN(N=C2)S(=O)(=O)C3=CC=CC=C3
971,CCCCC(C)NCCc1cc2c(OCCO2)cc1
972,COC1N=C(N=CC=1F)NC2(CC3C=C(C)C=CC=3)CC2
973,CCOC(=O)C(C(=O)OCC)N(c1c(Br)cccc1)c2ccc(cc2)S(=O)(=O)Nc3n(ncc3)c4ccccc4
974,NCCc1c(Cl)c(ccc1Cl)c2cc3c(OCO3)cc2
975,COCCc1sc(cc1)B2OC(C)(C)C(C)(C)O2
976,CC(C)(C)OC(=O)N1CC(CCOCC2=CC=NC=C2)CCC1
977,[BH3-]CC=C(C)C.[H+]C(C)(C)C(C)(C)O
978,OC1C=C2C(C(O)=O)=C(C(C)C)N(C)C2=CC=1
979,CCN(CC)C(=O)C1=CC(=CC(N)=C1)C(F)(F)F
980,CCCCCOP(O)(O)=O
981,CCOC(=O)C1C(OC)=NC(N)=CC=1
982,O[C@@H]1C=C2C(CC1)(C)[C@]3([H])C(CC2)([H])[C@]4([H])C([C@@H](O)CC4)(C)CC3
983,CC1C=C(NC(=S)N(CCC2C3=C(C=CC(F)=C3)NC=2C)CC4C=NC=CC=4)C(C)=CC=1
984,CCOC(=O)C1C2=C(CCCCC2)SC=1NC(=O)NC3=CC=CC=C3
985,OCCC1=C(C)N(NC1=O)S(=O)(=O)C2SC=CC=2
986,Cl.ClCCN1CCOCC1
987,C=O.NC(N)=S.CC(=O)C1=CC=CC=C1
988,CC(=O)OC[C@@H]1[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](O1)N2C(=O)NC(=O)C=N2
989,O=[N+]([O-])c1cc(O)c(cc1)N(C(C)(C)C)c2c(C)cccc2
990,BrC1=C(C=NC=C1)OCC2CCOCC2
991,BrC1C=C(/C=N/NC2N=C(C3=CC=CC=C3)C(=NN=2)C4=CC=CC=C4)C(O)=CC=1
992,BrCCCCCCCCCCC(=O)OC
993,CCCc1ccc(cc1)N(c2ccc(O)cc2)c3c(C)cccc3
994,CC(=O)NC1=C(C#N)C2=C(CCCCC2)S1
995,N=C1NC(=CS1)C2=CC=CC=C2
996,CCCCCCCCCCCCCCCC(=O)N(c1nnc(Cl)cc1)c2ccc(Cl)cc2
997,COC(=O)C1=C(C=CC=C1)C2C=C(C=CC=2)C(=O)N3CCCC3
998,CCOC(=O)C1=CN=C(NN)C=C1
999,c1ccc(cc1)Nc2ccc(cc2)N(c3ccccc3)C(C)(C)C
1000,CC1N=C(NC(=O)C=1)N2CCC(CC2)NC(=O)C3=C(C)N(N=C3)C4=CC=CC=C4
1001,OC(=O)CC1=C(C)N2C(=NC(N)=N2)N=C1C
